City,State,State_full,Type,Counties,Population,Latitude,Longitude,County_State,,,abbv,State
Upper Arlington,OH,Ohio,City,Franklin,36800,39.999,-83.062,Franklin County Ohio,,,,
Kearns,UT,Utah,Metro Township,Salt Lake,36723,40.653,-112.006,Salt Lake County Utah,,,,
Independence,MI,Michigan,Charter Township,Oakland,36686,42.75,-83.373,Oakland County Michigan,,,,
Copperas Cove,TX,Texas,City,Bell,36670,31.124,-97.902,Bell County Texas,,,,
Beloit,WI,Wisconsin,City,Rock,36657,42.499,-89.036,Rock County Wisconsin,,,,
Andover,MA,Massachusetts,Town,Essex,36569,42.647,-71.155,Essex County Massachusetts,,,,
Oak Creek,WI,Wisconsin,City,Milwaukee,36497,42.894,-87.912,Milwaukee County Wisconsin,,,,
Temple City,CA,California,City,Los Angeles,36494,34.107,-118.061,Los Angeles County California,,,,
Merrillville,IN,Indiana,Town,Lake,36444,41.486,-87.336,Lake County Indiana,,,,
Cumberland,RI,Rhode Island,Town,Providence,36405,41.979,-71.422,Providence County Rhode Island,,,,
Chelmsford,MA,Massachusetts,Town,Middlesex,36392,42.593,-71.365,Middlesex County Massachusetts,,,,
Moorpark,CA,California,City,Ventura,36284,34.285,-118.882,Ventura County California,,,,
Roseville,MN,Minnesota,City,Ramsey,36254,45.006,-93.157,Ramsey County Minnesota,,,,
Texarkana,TX,Texas,City,Bowie,36193,33.421,-94.046,Bowie County Texas,,,,
Dunedin,FL,Florida,City,Pinellas,36068,28.019,-82.772,Pinellas County Florida,,,,
Calumet City,IL,Illinois,City,Cook,36033,41.615,-87.54,Cook County Illinois,,,,
Midvale,UT,Utah,City,Salt Lake,36028,40.611,-111.9,Salt Lake County Utah,,,,
Marion,OH,Ohio,City,Marion,35999,40.589,-83.129,Marion County Ohio,,,,
Farmers Branch,TX,Texas,City,Dallas,35991,32.924,-96.893,Dallas County Texas,,,,
Sun Prairie,WI,Wisconsin,City,Dane,35967,43.183,-89.214,Dane County Wisconsin,,,,
Lauderdale Lakes,FL,Florida,City,Broward,35954,26.169,-80.203,Broward County Florida,,,,
El Mirage,AZ,Arizona,City,Maricopa,35805,33.606,-112.325,Maricopa County Arizona,,,,
Inver Grove Heights,MN,Minnesota,City,Dakota,35801,44.848,-93.043,Dakota County Minnesota,,,,
West Hollywood,CA,California,City,Los Angeles,35757,34.091,-118.361,Los Angeles County California,,,,
Norristown,PA,Pennsylvania,Borough,Montgomery,35748,40.115,-75.345,Montgomery County Pennsylvania,,,,
Tooele,UT,Utah,City,Tooele,35742,40.531,-112.299,Tooele County Utah,,,,
Gahanna,OH,Ohio,City,Franklin,35726,40.019,-82.878,Franklin County Ohio,,,,
Richmond,IN,Indiana,City,Wayne,35720,39.829,-84.893,Wayne County Indiana,,,,
Addison,IL,Illinois,Village,DuPage,35702,41.92,-87.989,DuPage County Illinois,,,,
Coventry,RI,Rhode Island,Town,Kent,35688,41.693,-71.663,Kent County Rhode Island,,,,
Myrtle Beach,SC,South Carolina,City,Horry,35682,33.693,-78.883,Horry County South Carolina,,,,
Lake Stevens,WA,Washington,City,Snohomish,35630,48.002,-122.093,Snohomish County Washington,,,,
Lima,OH,Ohio,City,Allen,35579,40.74,-84.105,Allen County Ohio,,,,
Salisbury,NC,North Carolina,City,Rowan,35540,35.667,-80.47,Rowan County North Carolina,,,,
Torrington,CT,Connecticut,Town,Litchfield,35515,41.831,-73.134,Litchfield County Connecticut,,,,
Wenatchee,WA,Washington,City,Chelan,35508,47.425,-120.311,Chelan County Washington,,,,
Manhattan Beach,CA,California,City,Los Angeles,35506,33.885,-118.411,Los Angeles County California,,,,
Brunswick,OH,Ohio,City,Medina,35426,41.238,-81.841,Medina County Ohio,,,,
Wildwood,MO,Missouri,City,St. Louis,35417,38.597,-90.64,St. Louis County Missouri,,,,
Freehold,NJ,New Jersey,Township,Monmouth,35369,40.207,-74.303,Monmouth County New Jersey,,,,
Watertown,MA,Massachusetts,City,Middlesex,35329,42.365,-71.184,Middlesex County Massachusetts,,,,
Greer,SC,South Carolina,City,Greenville,35308,34.939,-82.227,Greenville County South Carolina,,,,
San Juan,TX,Texas,City,Hidalgo,35294,26.189,-98.155,Hidalgo County Texas,,,,
North Ridgeville,OH,Ohio,City,Lorain,35280,41.39,-82.019,Lorain County Ohio,,,,
Springville,UT,Utah,City,Utah,35268,40.167,-111.611,Utah County Utah,,,,
San Luis,AZ,Arizona,City,Yuma,35257,32.494,-114.784,Yuma County Arizona,,,,
Cedar City,UT,Utah,City,Iron,35235,37.677,-113.062,Iron County Utah,,,,
Northbrook,IL,Illinois,Village,Cook,35222,42.127,-87.829,Cook County Illinois,,,,
Mount Vernon,WA,Washington,City,Skagit,35219,48.418,-122.339,Skagit County Washington,,,,
San Juan Capistrano,CA,California,City,Orange,35196,33.502,-117.663,Orange County California,,,,
Glastonbury,CT,Connecticut,Town,Hartford,35159,41.689,-72.549,Hartford County Connecticut,,,,
Midlothian,TX,Texas,City,Ellis,35125,32.482,-96.994,Ellis County Texas,,,,
La Porte,TX,Texas,City,Harris,35124,29.665,-95.019,Harris County Texas,,,,
University City,MO,Missouri,City,St. Louis,35065,38.671,-90.326,St. Louis County Missouri,,,,
Woodstock,GA,Georgia,City,Cherokee,35065,34.101,-84.519,Cherokee County Georgia,,,,
Meridian,MS,Mississippi,City,Lauderdale,35052,32.364,-88.7,Lauderdale County Mississippi,,,,
Long Beach,NY,New York,City,Nassau,35029,40.589,-73.664,Nassau County New York,,,,
Benton,AR,Arkansas,City,Saline,35014,34.563,-92.587,Saline County Arkansas,,,,
Randolph,MA,Massachusetts,Town,Norfolk,34984,42.173,-71.045,Norfolk County Massachusetts,,,,
Fair Lawn,NJ,New Jersey,Borough,Bergen,34927,40.939,-74.123,Bergen County New Jersey,,,,
San Dimas,CA,California,City,Los Angeles,34924,34.107,-117.807,Los Angeles County California,,,,
Hinesville,GA,Georgia,City,Liberty,34891,31.847,-81.596,Liberty County Georgia,,,,
University Place,WA,Washington,City,Pierce,34866,47.235,-122.55,Pierce County Washington,,,,
Cookeville,TN,Tennessee,City,Putnam,34842,36.165,-85.513,Putnam County Tennessee,,,,
Mason,OH,Ohio,City,Warren,34792,39.36,-84.309,Warren County Ohio,,,,
College Park,MD,Maryland,City,Prince George's,34740,38.981,-76.938,Prince George's County Maryland,,,,
Del Rio,TX,Texas,City,Val Verde,34673,29.36,-100.899,Val Verde County Texas,,,,
Parkland,FL,Florida,City,Broward,34670,26.311,-80.253,Broward County Florida,,,,
Douglasville,GA,Georgia,City,Douglas,34650,33.751,-84.747,Douglas County Georgia,,,,
Manitowoc,WI,Wisconsin,City,Manitowoc,34626,44.091,-87.658,Manitowoc County Wisconsin,,,,
Plainfield,IN,Indiana,Town,Hendricks,34625,39.703,-86.403,Hendricks County Indiana,,,,
Pleasant Hill,CA,California,City,Contra Costa,34613,37.945,-122.06,Contra Costa County California,,,,
Oswego,IL,Illinois,Village,Kendall,34585,41.683,-88.352,Kendall County Illinois,,,,
Richmond,KY,Kentucky,City,Madison,34585,37.747,-84.294,Madison County Kentucky,,,,
Monroe,NC,North Carolina,City,Union,34562,34.981,-80.549,Union County North Carolina,,,,
Goshen,IN,Indiana,City,Elkhart,34517,41.586,-85.834,Elkhart County Indiana,,,,
Fairborn,OH,Ohio,City,Greene,34510,39.822,-84.021,Greene County Ohio,,,,
Deer Park,TX,Texas,City,Harris,34495,29.7,-95.124,Harris County Texas,,,,
Butte Silver Bow,MT,Montana,Consolidated Government,Silver Bow,34494,46.014,-112.536,Silver Bow County Montana,,,,
Stow,OH,Ohio,City,Summit,34483,41.159,-81.44,Summit County Ohio,,,,
Lexington,MA,Massachusetts,Town,Middlesex,34454,42.446,-71.234,Middlesex County Massachusetts,,,,
Orange,NJ,New Jersey,Township,Essex,34447,40.77,-74.232,Essex County New Jersey,,,,
Dalton,GA,Georgia,City,Whitfield,34417,34.77,-84.968,Whitfield County Georgia,,,,
Cooper City,FL,Florida,City,Broward,34401,26.057,-80.272,Broward County Florida,,,,
Holland,MI,Michigan,City,Ottawa,34378,42.788,-86.108,Ottawa County Michigan,,,,
McMinnville,OR,Oregon,City,Yamhill,34319,45.21,-123.198,Yamhill County Oregon,,,,
Eastpointe,MI,Michigan,City,Macomb,34318,42.465,-82.958,Macomb County Michigan,,,,
Derry,NH,New Hampshire,Town,Rockingham,34317,42.889,-71.292,Rockingham County New Hampshire,,,,
Socorro,TX,Texas,City,El Paso,34306,31.654,-106.304,El Paso County Texas,,,,
Westlake,OH,Ohio,City,Cuyahoga,34228,41.456,-81.922,Cuyahoga County Ohio,,,,
Lewiston,ID,Idaho,City,Nez Perce,34203,46.422,-117.027,Nez Perce County Idaho,,,,
Woodridge,IL,Illinois,Village,DuPage,34158,41.751,-88.031,DuPage County Illinois,,,,
Fuquay Varina,NC,North Carolina,Town,Wake,34152,35.59,-78.799,Wake County North Carolina,,,,
Valparaiso,IN,Indiana,City,Porter,34151,41.468,-87.061,Porter County Indiana,,,,
Lufkin,TX,Texas,City,Angelina,34143,31.339,-94.729,Angelina County Texas,,,,
Sahuarita,AZ,Arizona,Town,Pima,34134,31.969,-110.97,Pima County Arizona,,,,
North Providence,RI,Rhode Island,Town,Providence,34114,41.858,-71.466,Providence County Rhode Island,,,,
Walla Walla,WA,Washington,City,Walla Walla,34060,46.067,-118.339,Walla Walla County Washington,,,,
Gadsden,AL,Alabama,City,Etowah,33945,34.014,-86.005,Etowah County Alabama,,,,
Leawood,KS,Kansas,City,Johnson,33902,38.906,-94.615,Johnson County Kansas,,,,
Crown Point,IN,Indiana,City,Lake,33899,41.418,-87.364,Lake County Indiana,,,,
Foster City,CA,California,City,San Mateo,33805,37.558,-122.264,San Mateo County California,,,,
Kearney,NE,Nebraska,City,Buffalo,33790,40.698,-99.082,Buffalo County Nebraska,,,,
Dartmouth,MA,Massachusetts,Town,Bristol,33783,41.596,-70.993,Bristol County Massachusetts,,,,
Brooklyn Center,MN,Minnesota,City,Hennepin,33782,45.076,-93.333,Hennepin County Minnesota,,,,
Menlo Park,CA,California,City,San Mateo,33780,37.454,-122.183,San Mateo County California,,,,
Englewood,CO,Colorado,City,Arapahoe,33659,39.646,-104.988,Arapahoe County Colorado,,,,
Goldsboro,NC,North Carolina,City,Wayne,33657,35.386,-77.996,Wayne County North Carolina,,,,
Cottonwood Heights,UT,Utah,City,Salt Lake,33617,40.624,-111.825,Salt Lake County Utah,,,,
Bethel Park,PA,Pennsylvania,Municipality,Allegheny,33577,40.328,-80.038,Allegheny County Pennsylvania,,,,
Bell,CA,California,City,Los Angeles,33559,33.975,-118.188,Los Angeles County California,,,,
Plainfield,MI,Michigan,Charter Township,Kent,33535,43.073,-85.61,Kent County Michigan,,,,
Los Gatos,CA,California,Town,Santa Clara,33529,37.231,-121.965,Santa Clara County California,,,,
Petersburg,VA,Virginia,City,Petersburg,33458,37.226,-77.403,Petersburg County Virginia,,,,
Statesboro,GA,Georgia,City,Bulloch,33438,32.449,-81.783,Bulloch County Georgia,,,,
Houma,LA,Louisiana,City,Terrebonne,33406,29.598,-90.713,Terrebonne County Louisiana,,,,
Gillette,WY,Wyoming,City,Campbell,33403,44.293,-105.504,Campbell County Wyoming,,,,
American Fork,UT,Utah,City,Utah,33337,40.377,-111.799,Utah County Utah,,,,
Alabaster,AL,Alabama,City,Shelby,33284,33.244,-86.816,Shelby County Alabama,,,,
Redmond,OR,Oregon,City,Deschutes,33274,44.273,-121.174,Deschutes County Oregon,,,,
Franklin,MA,Massachusetts,City,Norfolk,33261,42.083,-71.397,Norfolk County Massachusetts,,,,
Brownstown,MI,Michigan,Charter Township,Wayne,33194,42.151,-83.281,Wayne County Michigan,,,,
Glendale Heights,IL,Illinois,Village,DuPage,33176,41.918,-88.079,DuPage County Illinois,,,,
Delta,MI,Michigan,Charter Township,Eaton,33119,42.736,-84.685,Eaton County Michigan,,,,
Dana Point,CA,California,City,Orange,33107,33.467,-117.698,Orange County California,,,,
Harker Heights,TX,Texas,City,Bell,33097,31.08,-97.655,Bell County Texas,,,,
St Charles,IL,Illinois,City,DuPage,33081,41.914,-88.312,DuPage County Illinois,,,,
Lawrence,NJ,New Jersey,Township,Mercer,33077,40.3,-74.721,Mercer County New Jersey,,,,
Spring Valley,NY,New York,Village,Rockland,33066,41.112,-74.045,Rockland County New York,,,,
Salisbury,MD,Maryland,City,Wicomico,33050,38.365,-75.601,Wicomico County Maryland,,,,
Kennesaw,GA,Georgia,City,Cobb,33036,34.023,-84.615,Cobb County Georgia,,,,
Canton,GA,Georgia,City,Cherokee,32973,34.237,-84.491,Cherokee County Georgia,,,,
Kiryas Joel,NY,New York,Village,Orange,32954,41.341,-74.169,Orange County New York,,,,
Kaysville,UT,Utah,City,Davis,32945,41.035,-111.939,Davis County Utah,,,,
Panama City,FL,Florida,City,Bay,32939,30.155,-85.66,Bay County Florida,,,,
Pullman,WA,Washington,City,Whitman,32901,46.73,-117.182,Whitman County Washington,,,,
Des Moines,WA,Washington,City,King,32888,47.402,-122.325,King County Washington,,,,
Elk Grove Village,IL,Illinois,Village,Cook,32812,42.002,-87.959,Cook County Illinois,,,,
Dover,NH,New Hampshire,City,Strafford,32741,43.198,-70.874,Strafford County New Hampshire,,,,
Sherwood,AR,Arkansas,City,Pulaski,32731,34.82,-92.234,Pulaski County Arkansas,,,,
Windsor,CO,Colorado,Town,Weld,32716,40.48,-104.908,Weld County Colorado,,,,
Beverly Hills,CA,California,City,Los Angeles,32701,34.073,-118.4,Los Angeles County California,,,,
Goleta,CA,California,City,Santa Barbara,32690,34.436,-119.827,Santa Barbara County California,,,,
Kingman,AZ,Arizona,City,Mohave,32689,35.19,-114.053,Mohave County Arizona,,,,
Bay City,MI,Michigan,City,Bay,32661,43.596,-83.888,Bay County Michigan,,,,
Garfield,NJ,New Jersey,City,Bergen,32655,40.881,-74.113,Bergen County New Jersey,,,,
Dracut,MA,Massachusetts,Town,Middlesex,32617,42.683,-71.271,Middlesex County Massachusetts,,,,
Chester,PA,Pennsylvania,City,Delaware,32605,39.85,-75.36,Delaware County Pennsylvania,,,,
Andover,MN,Minnesota,City,Anoka,32601,45.245,-93.306,Anoka County Minnesota,,,,
Falmouth,MA,Massachusetts,Town,Barnstable,32517,41.601,-70.595,Barnstable County Massachusetts,,,,
Fairbanks,AK,Alaska,City,Fairbanks North Star,32515,64.844,-147.719,Fairbanks North Star County Alaska,,,,
Desert Hot Springs,CA,California,City,Riverside,32512,33.961,-116.501,Riverside County California,,,,
Rochester,NH,New Hampshire,City,Strafford,32492,43.304,-70.976,Strafford County New Hampshire,,,,
Savage,MN,Minnesota,City,Scott,32465,44.777,-93.336,Scott County Minnesota,,,,
North Olmsted,OH,Ohio,City,Cuyahoga,32442,41.419,-81.915,Cuyahoga County Ohio,,,,
Wheat Ridge,CO,Colorado,City,Jefferson,32398,39.773,-105.081,Jefferson County Colorado,,,,
Seaside,CA,California,City,Monterey,32366,36.609,-121.846,Monterey County California,,,,
OFallon,IL,Illinois,City,St. Clair,32289,38.592,-89.911,St. Clair County Illinois,,,,
Cibolo,TX,Texas,City,Guadalupe,32276,29.576,-98.236,Guadalupe County Texas,,,,
Juneau,AK,Alaska,City and Borough,Juneau,32255,58.3,-134.408,Juneau County Alaska,,,,
Carlsbad,NM,New Mexico,City,Eddy,32238,32.418,-104.226,Eddy County New Mexico,,,,
Nacogdoches,TX,Texas,City,Nacogdoches,32147,31.603,-94.655,Nacogdoches County Texas,,,,
Massillon,OH,Ohio,City,Stark,32146,40.797,-81.522,Stark County Ohio,,,,
Syracuse,UT,Utah,City,Davis,32141,41.089,-112.065,Davis County Utah,,,,
Rome,NY,New York,City,Oneida,32127,43.212,-75.456,Oneida County New York,,,,
San Pablo,CA,California,City,Contra Costa,32127,37.962,-122.345,Contra Costa County California,,,,
Ithaca,NY,New York,City,Tompkins,32108,42.44,-76.499,Tompkins County New York,,,,
Helena,MT,Montana,City,Lewis and Clark,32091,46.59,-112.038,Lewis and Clark County Montana,,,,
Needham,MA,Massachusetts,Town,Norfolk,32091,42.285,-71.237,Norfolk County Massachusetts,,,,
Michigan City,IN,Indiana,City,LaPorte,32075,41.714,-86.9,LaPorte County Indiana,,,,
Aiken,SC,South Carolina,City,Aiken,32025,33.561,-81.719,Aiken County South Carolina,,,,
Deptford,NJ,New Jersey,Township,Gloucester,31977,39.826,-75.112,Gloucester County New Jersey,,,,
Atwater,CA,California,City,Merced,31970,37.345,-120.607,Merced County California,,,,
Holladay,UT,Utah,City,Salt Lake,31965,40.668,-111.824,Salt Lake County Utah,,,,
Florence,KY,Kentucky,City,Boone,31946,38.999,-84.627,Boone County Kentucky,,,,
South Kingstown,RI,Rhode Island,Town,Washington,31931,41.452,-71.543,Washington County Rhode Island,,,,
Clearfield,UT,Utah,City,Davis,31909,41.114,-112.026,Davis County Utah,,,,
Maryville,TN,Tennessee,City,Blount,31907,35.756,-83.971,Blount County Tennessee,,,,
Willingboro,NJ,New Jersey,Township,Burlington,31889,40.029,-74.89,Burlington County New Jersey,,,,
Duluth,GA,Georgia,City,Gwinnett,31873,34.003,-84.144,Gwinnett County Georgia,,,,
Lawndale,CA,California,City,Los Angeles,31807,33.887,-118.352,Los Angeles County California,,,,
Bangor,ME,Maine,City,Penobscot,31753,44.801,-68.771,Penobscot County Maine,,,,
West Bend,WI,Wisconsin,City,Washington,31752,43.425,-88.184,Washington County Wisconsin,,,,
Pekin,IL,Illinois,City,Tazewell,31731,40.568,-89.641,Tazewell County Illinois,,,,
Dania Beach,FL,Florida,City,Broward,31723,26.052,-80.144,Broward County Florida,,,,
Port Chester,NY,New York,Village,Westchester,31693,41.002,-73.666,Westchester County New York,,,,
Long Branch,NJ,New Jersey,City,Monmouth,31667,40.305,-73.983,Monmouth County New Jersey,,,,
Los Altos,CA,California,City,Santa Clara,31625,37.38,-122.115,Santa Clara County California,,,,
Norwood,MA,Massachusetts,Town,Norfolk,31611,42.188,-71.194,Norfolk County Massachusetts,,,,
Poughkeepsie,NY,New York,City,Dutchess,31577,41.704,-73.929,Dutchess County New York,,,,
Mundelein,IL,Illinois,Village,Lake,31560,42.27,-88.004,Lake County Illinois,,,,
Naugatuck,CT,Connecticut,Town,New Haven,31519,41.489,-73.068,New Haven County Connecticut,,,,
Paso Robles,CA,California,City,San Luis Obispo,31490,35.623,-120.688,San Luis Obispo County California,,,,
SeaTac,WA,Washington,City,King,31454,47.445,-122.283,King County Washington,,,,
Flint,MI,Michigan,Charter Township,Genesee,31447,43.013,-83.776,Genesee County Michigan,,,,
Cornelius,NC,North Carolina,Town,Mecklenburg,31412,35.481,-80.858,Mecklenburg County North Carolina,,,,
Laramie,WY,Wyoming,City,Albany,31407,41.311,-105.595,Albany County Wyoming,,,,
Oak Ridge,TN,Tennessee,City,Anderson,31402,36.026,-84.24,Anderson County Tennessee,,,,
Elizabethtown,KY,Kentucky,City,Hardin,31394,37.702,-85.869,Hardin County Kentucky,,,,
Burlingame,CA,California,City,San Mateo,31386,37.584,-122.366,San Mateo County California,,,,
Shawnee,OK,Oklahoma,City,Pottawatomie,31377,35.327,-96.924,Pottawatomie County Oklahoma,,,,
Laguna Hills,CA,California,City,Orange,31374,33.605,-117.703,Orange County California,,,,
Cleburne,TX,Texas,City,Johnson,31352,32.347,-97.386,Johnson County Texas,,,,
Tewksbury,MA,Massachusetts,Town,Middlesex,31342,42.615,-71.233,Middlesex County Massachusetts,,,,
La Verne,CA,California,City,Los Angeles,31334,34.101,-117.77,Los Angeles County California,,,,
Livingston,NJ,New Jersey,Township,Essex,31330,40.785,-74.33,Essex County New Jersey,,,,
North Royalton,OH,Ohio,City,Cuyahoga,31322,41.314,-81.725,Cuyahoga County Ohio,,,,
Jackson,MI,Michigan,City,Jackson,31309,42.246,-84.406,Jackson County Michigan,,,,
New Bern,NC,North Carolina,City,Craven,31291,35.108,-77.04,Craven County North Carolina,,,,
Southlake,TX,Texas,City,Denton,31265,32.942,-97.131,Denton County Texas,,,,
Hopkinsville,KY,Kentucky,City,Christian,31180,36.865,-87.489,Christian County Kentucky,,,,
Garner,NC,North Carolina,Town,Wake,31159,35.707,-78.605,Wake County North Carolina,,,,
Northport,AL,Alabama,City,Tuscaloosa,31125,33.229,-87.577,Tuscaloosa County Alabama,,,,
Ballwin,MO,Missouri,City,St. Louis,31103,38.593,-90.553,St. Louis County Missouri,,,,
Nicholasville,KY,Kentucky,City,Jessamine,31093,37.88,-84.573,Jessamine County Kentucky,,,,
Voorhees,NJ,New Jersey,Township,Camden,31069,39.852,-74.939,Camden County New Jersey,,,,
Saratoga,CA,California,City,Santa Clara,31051,37.259,-122.032,Santa Clara County California,,,,
Westfield,NJ,New Jersey,Town,Union,31032,40.652,-74.348,Union County New Jersey,,,,
West Warwick,RI,Rhode Island,Town,Kent,31012,41.679,-71.516,Kent County Rhode Island,,,,
Opelika,AL,Alabama,City,Lee,30995,32.647,-85.378,Lee County Alabama,,,,
White Lake,MI,Michigan,Charter Township,Oakland,30950,42.657,-83.505,Oakland County Michigan,,,,
North Andover,MA,Massachusetts,Town,Essex,30915,42.659,-71.075,Essex County Massachusetts,,,,
Niles,IL,Illinois,Village,Cook,30912,42.012,-87.801,Cook County Illinois,,,,
Alamogordo,NM,New Mexico,City,Otero,30898,32.9,-105.959,Otero County New Mexico,,,,
LaGrange,GA,Georgia,City,Troup,30858,33.039,-85.032,Troup County Georgia,,,,
Weatherford,TX,Texas,City,Parker,30854,32.759,-97.797,Parker County Texas,,,,
North Attleborough,MA,Massachusetts,Town,Bristol,30834,41.963,-71.349,Bristol County Massachusetts,,,,
Bowling Green,OH,Ohio,City,Wood,30808,41.375,-83.65,Wood County Ohio,,,,
